,TextID,Sentiment Scores,GPE Mentions
203,2683,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Clinton
204,4020,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.2263}",Rubio
205,3226,"{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.3818}",Iran
206,3375,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.2023}",Iran
207,3106,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Mali
208,2339,"{'neg': 0.267, 'neu': 0.556, 'pos': 0.178, 'compound': -0.2023}",America
209,2422,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.0572}",Detroit
210,1597,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Arizona
211,4261,"{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.2023}",America
212,2640,"{'neg': 0.0, 'neu': 0.471, 'pos': 0.529, 'compound': 0.5423}",Camden
213,4477,"{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.6486}",Baltimore
214,5184,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Russia
215,4648,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.4019}",Florida
216,3144,"{'neg': 0.171, 'neu': 0.488, 'pos': 0.341, 'compound': 0.34}",Philadelphia
217,1784,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",America
218,800,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.7351}",London
219,1518,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Iran
220,3938,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Russia
221,3638,"{'neg': 0.527, 'neu': 0.473, 'pos': 0.0, 'compound': -0.836}",Syria
222,1829,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3774}",U.S.
223,2845,"{'neg': 0.328, 'neu': 0.672, 'pos': 0.0, 'compound': -0.5994}",Wisconsin
224,317,"{'neg': 0.208, 'neu': 0.628, 'pos': 0.164, 'compound': -0.2263}",Israel
225,3302,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.4168}",Oregon
226,162,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",St. Louis
227,151,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}",U.S.
228,2714,"{'neg': 0.426, 'neu': 0.574, 'pos': 0.0, 'compound': -0.6369}",Afghanistan
229,3327,"{'neg': 0.118, 'neu': 0.709, 'pos': 0.173, 'compound': 0.1779}",Syria
230,4147,"{'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.4588}",US
231,751,"{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.7184}",U.S.
232,3993,"{'neg': 0.0, 'neu': 0.614, 'pos': 0.386, 'compound': 0.4847}",Paris
233,3664,"{'neg': 0.418, 'neu': 0.582, 'pos': 0.0, 'compound': -0.836}",N.H.
234,4455,"{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.3566}",U.S.
235,235,"{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.3612}",Saudi Arabia
236,4359,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Kasich
237,2462,"{'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.5423}",Syria
238,4289,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Wisconsin
239,743,"{'neg': 0.241, 'neu': 0.668, 'pos': 0.091, 'compound': -0.3535}",Syria
240,5061,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Iran
241,1146,"{'neg': 0.244, 'neu': 0.756, 'pos': 0.0, 'compound': -0.4404}",Iraq
242,1027,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}",U.S.
243,5237,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",America
244,4122,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Virginia
245,266,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.2023}",Egypt
246,2551,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Israel
247,5060,"{'neg': 0.0, 'neu': 0.469, 'pos': 0.531, 'compound': 0.7783}",US
